fileName,realms,mainList,spellList,level,spellName,details,areaOfEffect,duration,range,type
RangerBase,引導,遊俠基本,自然偽裝,2,蔽陰術,效果區域內的所有陰影與黑暗都會加深，使所有涉及看到該區域中藏匿/躲藏的任何物體的察覺檢定有 -20 減值。區域無法移動。,100'R,10 分鐘/每級,自身,E
RangerBase,引導,遊俠基本,自然偽裝,3,氣味遮掩,施法者的氣味大大減少，使用嗅覺偵測或追蹤施法者時會受到 -50 減值。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,4,無聲移動,施法者能無聲移動，只要他不發出距離會超出身體 1' 的聲音。 這通常能為移動時潛行檢定提供 +10 到 +50 加值（GM裁定）。的追蹤機動提供 +10 到 +50 的獎勵（GM 自行決定）。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,5,融入術,施法者融入周圍地形，為潛行提供 +75 加值。 施法者在不破壞該效果的情況下無法（明顯地）移動。 此加值不會與色調術或陰影術堆疊。,施法者,C,自身,U
RangerBase,引導,遊俠基本,自然偽裝,6,陰影術,施法者與他身上的物體看起來是個陰影，並且在黑暗區域幾乎看不見（例如，在許多情況下，這可以視為潛行提供 +25 到 +75 的加值來處理）。,施法者,1 小時/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,7,學習形態,施法者研究並記住一種動物或植物的形態，以便與列表的後續法術一同使用。施法者在每個國度中只能研究與此列表等級相同的數量。 因此，自然護佑8級的德魯伊能研究8種動物和8種植物。 施法者能隨時選擇忘記已研究的形態，以便為騰出替換的空間。,1 目標,P,300',I
RangerBase,引導,遊俠基本,自然偽裝,8,植物外觀術,允許施法者顯示為他研究過的任何一種植物。這純粹是一種視覺錯覺：施法者的聲音、氣味和感覺仍然相同，施法者的身體沒有任何變化。,施法者,1 分鐘/每級,自身,E
RangerBase,引導,遊俠基本,自然偽裝,9,動物思維I,在該法術持續時間內，施法者的思考模式將與他研究過的任何動物的思考模式相同。 當法術生效時，施法者無法移動。,施法者,C,自身,E
RangerBase,引導,遊俠基本,自然偽裝,10,真．學習形態,與學習形態一樣，但能研究特定動物或植物。 例如，能研究樵夫的狗（而不只是狗）。 施法者只能研究此列表等級的總數。 這些數量與學習形態是分開的。,施法者,P,自身,I
RangerBase,引導,遊俠基本,自然偽裝,11,動物外觀術,允許施法者以他研究過的任何一種動物的形式出現。這純粹是一種視覺幻術。施法者的聲音、氣味和感覺仍然相同，施法者的身體沒有任何變化。,施法者,1 分鐘/每級,自身,E
RangerBase,引導,遊俠基本,自然偽裝,12,駭人形態*,施法者能暫時呈現駭人樣貌，使 20'R 內的所有人進行恐懼RR（攻擊等級為施法者等級）失敗會逃跑 1輪／5失敗差額。 目標必須能夠看到施法者才能受到影響。,20'R,—,自身,E
RangerBase,引導,遊俠基本,自然偽裝,13,動物思維II,與動物思維I一樣，但施法者能移動（儘管他仍然必須維持專注）。,施法者,C,自身,E
RangerBase,引導,遊俠基本,自然偽裝,14,友善形態,只要施法者不做出任何明顯的敵對行為，他就會顯得友善而令人愉快。 這使得他與所有活生物的社交互動有 +20 加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,15,植物形態I,允許施法者採用他研究過的任何一種植物的形態。 施法者的外觀與感覺就像植物一樣。 施法者大小能夠改變一個體型級數。 施法者不會獲得植物體型以外的物理能力。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,16,群體融入術,與融入術一樣，但影響 1 個目標/每級。,1 目標/每級,C,100',U
RangerBase,引導,遊俠基本,自然偽裝,17,動物形態I,允許施法者採用他研究過的任何一種動物的形態。 施法者看起來和感覺起來都像動物。施法者的外觀與感覺就像動物一樣。 施法者大小能夠改變一個體型級數。 施法者不會獲得體型以外的身體能力。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,18,夢魘形態,與駭人形態一樣，但外觀維持1輪／每級，持續時間內效果範圍內的所有人必須每輪進行一次恐懼RR（第一次後有 RR +10）失敗會逃跑 1輪／5失敗差額。目標必須能夠看到施法者才能受到影響。那些驚恐逃離的人之後將無法清楚地回憶起施法者的樣子。,40'R,1 每輪/每級,自身,E
RangerBase,引導,遊俠基本,自然偽裝,19,植物形態II,與植物形態I一樣，但施法者也能具有植物的氣味和物理能力。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,20,動物形態II,與動物形態I一樣，但施法者也能有動物的移動能力。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,25,動物形態III,與動物形態II一樣，但施法者也獲得動物的物理攻擊力。 施法者大小能夠改變兩個體型級數。 施法者透過其天生攻擊獲得動物的正常OB，及正確使用的本能。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,30,真．植物形態,與植物形態II一樣，但施法者能在法術持續時間內隨時將其形態改變為他研究過的任何其他植物，並且能將大小改變兩個體型級數。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,35,真．動物思維,與動物思維II一樣，但施法者無需專注，且持續時間為1分鐘／每級。,施法者,1 分鐘/每級,自身,E
RangerBase,引導,遊俠基本,自然偽裝,40,真．動物形態,與動物形態III一樣，但施法者能在法術持續時間內隨時將自己的形態改變為他所研究過的任何其他動物，並且施法者擁有該動物的所有身體能力。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,自然偽裝,50,真．自然形態,真．植物形態與真．動物形態同時運作。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,0,說明,注意：有關「路徑」解釋的訊息，請參閱第 10.16 節。,,,,
RangerBase,引導,遊俠基本,探路大師,1,路徑知識,施法者了解效果區域內任何路徑的起點與最近的「目的地」。,10'R,—,自身,I
RangerBase,引導,遊俠基本,探路大師,2,自我定向,施法者知道哪條路是北，哪條路是向上，以及他在地面之上或下的距離。,施法者,—,自身,I
RangerBase,引導,遊俠基本,探路大師,3,追蹤術II,施法者在追蹤檢定上獲得 +50 加值。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,4,路徑軼聞,施法者獲得特定路徑的任何使用者的過去視覺景象，1小時／每施法者等級。,施法者,—,自身,I
RangerBase,引導,遊俠基本,探路大師,5,遙遠尋路I,施法者了解 1 英里內任何路徑的位置。此法術會顯示每條路徑的最近點，但不會顯示路徑路線。,施法者,—,1 英哩,I
RangerBase,引導,遊俠基本,探路大師,6,蹤跡知識,施法者了解一組蹤跡的起源，並獲得留下它們的人的視覺圖像。 施法者在追蹤該特定生物或動物時將獲得 +25 加值。,1 組蹤跡,—,觸碰,I
RangerBase,引導,遊俠基本,探路大師,7,感知伏擊I,施法者察覺到效果範圍內任何對他懷有敵意的生物（即知道數量與位置）。 敵意必須專門針對施法者（或他所在的群體），否則法術不會透露任何內容。該存在的敵意必須是主動的（有進行攻擊行為的企圖），而不是被動的（雖存在仇恨，但沒計劃採取行動）。,50'R,10 分鐘/每級(C),自身,I
RangerBase,引導,遊俠基本,探路大師,8,過客知識,施法者獲取任何在特定物體 50'R 內經過的生物或動物的視覺和聽覺（聲音）影像。 對生物或動物的影像可追溯到1小時前／每級。 如果超過一個生物或動物經過，施法者將一次看到他們一張圖像，每輪一張圖像（從最久的圖像開始）。,1 物體,—,觸碰,I
RangerBase,引導,遊俠基本,探路大師,9,遙遠尋路V,與遙遠尋路I一樣，但距離為 5 英里。,施法者,—,5 英哩,I
RangerBase,引導,遊俠基本,探路大師,10,自然交談術,允許施法者理解並「說」任何一種動物或植物的語言。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,11,蹤跡分析,施法者獲取在該區域留下痕跡的所有生物或動物的視覺圖像。 當後續追蹤任何這些生物或動物時，能提供 +50 加值。 如果不只一個生物或動物留下了痕跡，施法者將一次看到他們一張圖像，每輪一張圖像（從最舊的圖像開始）。,100'R,C,自身,I
RangerBase,引導,遊俠基本,探路大師,12,岩石交談,施法者能與任何一塊擁有任何精神品質的石頭進行溝通（例如，施法者能與擁有某種智力的聖石交談）。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,13,遙遠尋路XX,與遙遠尋路I一樣，但距離為 20 英里。,施法者,—,20 英哩,I
RangerBase,引導,遊俠基本,探路大師,14,感知伏擊II,與感知伏擊I一樣，但效果範圍為 100'R。,100'R,10 分鐘/每級(C),自身,I
RangerBase,引導,遊俠基本,探路大師,15,怪物交談,允許施法者理解並「說」任何一種「自然」怪物的語言。 這排除了不死生物、人工創造物（例如構裝體）和來自另個位面的實體（例如惡魔）。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,16,追蹤術III,施法者在追蹤檢定上獲得 +75 加值。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,17,感知伏擊III,與感知伏擊I一樣，但效果範圍為 150'R。,150'R,10 分鐘/每級(C),自身,I
RangerBase,引導,遊俠基本,探路大師,18,水下追蹤,施法者能在水下環境中追蹤個人，而不會受到減值。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,19,真．尋路術,與遙遠尋路I一樣，但範圍為1英里／每級，且會顯示路徑路線。,施法者,—,1 英哩/每級,I
RangerBase,引導,遊俠基本,探路大師,20,真．感知伏擊,與感知伏擊I一樣，但效果範圍為 10'R／每級。,10'R/每級,10 分鐘/每級(C),自身,I
RangerBase,引導,遊俠基本,探路大師,25,了解路徑,允許施法者確定到達他所尋求的目標的正確路徑（包括沿著該路徑的路線）。 例如，他能根據他的目標知道到達城市最快的方式或到達城市最安全的方式。,施法者,—,自身,I
RangerBase,引導,遊俠基本,探路大師,30,真．追蹤術,能否定任何隱藏蹤跡法術（除了真．隱藏蹤跡）並在追蹤檢定有 +100 加值。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,35,空中追跡,施法者可以在空中追蹤個人（即追蹤飛行生物、物體）而不會受到減值。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,探路大師,40,人生旅途知識,施法者了解一個存在：它起源於哪裡（出生/創造），它開始當前旅程的地方，以及現在要去的地方，還有下個目的地與最終目的地，如果不相同的話。 這將偵測目標所在的最大、最重要的旅程。 例如，當對兩個前往當地井口取水的人施放，假設對旅店老闆的女兒施放此法術，那麼法術會揭示把水帶回旅店，然後就沒了，但假設對方是正前往聖城的朝聖者，只是在中途停留點取水，那麼朝聖之旅就是被揭示的旅程。,1 目標,—,100',I
RangerBase,引導,遊俠基本,探路大師,50,前方蹤跡,讓施法者了解效果範圍內蹤跡的整個路線（即從何處去往何方）。 這無法否定真．隱藏蹤跡。,1 英哩/每級,—,100',I
RangerBase,引導,遊俠基本,移動之法,0,說明,無,,,,
RangerBase,引導,遊俠基本,移動之法,1,奔走泥石,施法者能在任何接近水平的岩石或泥土表面上行走或奔跑，就像在平坦的堅實地面上一樣。使用此法術奔跑並不比行走更疲勞。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,2,走樹枝法*,施法者能沿著樹枝進行行走，就好像是平地一樣。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,3,游泳術,目標能使用正常游泳規則（RMCL 第 5.3 和 3.17 節）以行走的速度游泳，而不感到疲勞。這能使沒有游泳技能的人可以在適當的位置踩水並避免溺水，而無需進行任何檢定。,1 目標,1 分鐘/每級,100',U
RangerBase,引導,遊俠基本,移動之法,4,水上行走*,施法者能在水面上進行行走，就像在平坦的乾燥地面上行走一樣。水不必完全靜止，但必須相對平靜。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,5,奔走流沙*,施法者能在任何沙質表面上行走或奔跑，就像在平坦的堅實地面上一樣。使用此法術奔跑並不比行走更疲勞。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,6,有機體融合術,目標能融合進任何有機材料（活的或死的）。融合時，目標無法移動、感知或施法。 當目標從材料中出現時，有可能從材料的任何側面或表面出現，儘管這僅限於「穿過」不超過目標自身身體大小加上 2' 的材料。 目標能隨時退出，直到法術持續時間結束（此時目標會自動出現在入口點）。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,7,行蹤無跡*,施法者行走時不會留下痕跡或其他可見的痕跡。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,8,奔樹枝法*,與走樹枝法一樣，但施法者能以奔跑速度（行走的三倍）移動，而不會比行走更疲勞。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,9,水上奔跑*,與水上行走一樣，但施法者能以奔跑速度（行走的三倍）移動，而不會比行走更疲勞。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,10,隱藏蹤跡II,與行蹤無跡一樣，但施法者能隱藏任意 2 個生物的痕跡（不一定包括施法者）。,蹤跡x2,1 分鐘/每級,50',U
RangerBase,引導,遊俠基本,移動之法,11,真．游泳術,與游泳術一樣，但施法者能以疾行速度游泳而不會感到疲勞。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,12,強效有機體融合術,"與有機體融合術一樣，目標能在材料內轉動，並且在距離表面 6"" 以內的範圍感知外部世界。",施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,13,隱藏蹤跡V,與行蹤無跡一樣，但施法者能隱藏任意 5 個生物的痕跡（不一定包括施法者）。,蹤跡x5,1 分鐘/每級,50',U
RangerBase,引導,遊俠基本,移動之法,14,真．奔走術*,與前面的奔跑法術一樣，但能根據需要使用任何法術效果以外（例如，施法者能夠在沙子上奔跑，然後在水上奔跑，再來在樹枝上奔跑，等等）。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,15,真．行蹤無跡*,與行蹤無跡一樣，但持續時間為10分鐘／每級。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,16,隱藏蹤跡X,與行蹤無跡一樣，但施法者能隱藏任意 10 個生物的痕跡（不一定包括施法者）。,蹤跡x10,1 分鐘/每級,50',U
RangerBase,引導,遊俠基本,移動之法,17,奔行無跡*,與行蹤無跡一樣，但施法者能以正常速度的三倍（即以奔跑速度）移動，並且不會比行走更疲勞。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,18,真．有機體融合術,與強效有機體融合術一樣，除了目標在融合時能使用目標為自己的法術。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,19,真．奔行無跡*,與真．行蹤無跡一樣，但施法者能以正常速度的三倍（即以奔跑速度）移動，並且不會比行走更疲勞。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,20,隱藏蹤跡XX,與行蹤無跡一樣，但施法者能隱藏任意 20 個生物的痕跡（不一定包括施法者）。,蹤跡x20,1 分鐘/每級,50',U
RangerBase,引導,遊俠基本,移動之法,25,真．衝刺術*,與真．奔走術一樣，但施法者能以衝刺速度（行走的四倍）移動，並且不會比行走更疲勞。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,30,群體奔走術*,與真．奔走術一樣，但施法者能影響的目標數量為施法者等級（其中一個目標必須是施法者）。,1 目標/每級,1 分鐘/每級,100',U
RangerBase,引導,遊俠基本,移動之法,35,真．長距離奔走術*,與真．奔走術一樣，但施法者能長期奔跑而不感到疲勞。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,40,真．隱藏蹤跡,與與行蹤無跡一樣，但施法者能完全隱藏自己的痕跡（防止通過任何法術發現等），或是能隱藏與他等級相同數量的生物蹤跡，只要他們保持在 100' 以內。,可變,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,移動之法,50,海豚之速,施法者能每分鐘游1英里而不會感到疲勞，並且任何游泳檢定有 +100 加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,0,說明,注意：除了獅爪術與鯊顎術之外，施法者不會因為此列表中的任何法術而發生物理變化。,,,,
RangerBase,引導,遊俠基本,野獸之法,1,貓眼視界,施法者在低光下的視力就像一隻貓。在接近黑暗的情況下（例如，漆黑的夜晚，但並非完全無光），施法者能在正常距離內清晰視物，但看不到顏色。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,2,蚱蜢之腿,施法者對任何主要涉及跳躍的動作獲得 +40 加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,3,狼類感官,施法者獲得增強的嗅覺與聽覺（包括微妙的氣味和更高的音域）。僅使用上述感官時的察覺檢定 +50，將感官結合使用的察覺檢定 +20 加值。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,4,狡兔反射,施法者的先攻檢定有 +5 加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,5,蝙蝠感官,施法者在沒有視線的情況下獲得更高的機動能力。當目盲或沒有視覺時，該法術使黑暗中的檢定有 +50 加值。 請注意，此法術並非抵銷目盲的減值；只是減少而已。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,6,水獺之肺,施法者在此法術持續時間內可以安全地閉氣。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,7,滑翔I,施法者能在空中「滑翔」。 施法者的高度和水平速度的乘積不能超過 100（高度和每輪速度以英呎為單位）。 例如，如果施法者離地 20'，則他能夠以每輪 5' 的速度滑行；如果離地 2' ，他能以每輪 50' 的速度滑行。 請注意，乘積必須等於 100（除此之外皆無法）。每輪仰角最多可增加 5' 或減少 10' ，最高仰角用於計算水平速度。 最小標高為 2'。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,8,鷹眼感知,施法者獲得鷹的視覺。 僅使用上述感官時的察覺檢定 +50，將感官結合使用的察覺檢定 +20 加值。,施法者,10 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,9,虎皮,施法者的皮膚具有大型貓科動物的抗力（AT 3）。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,10,野豬力量,施法者獲得野豬的兇猛。 近戰 OB+20，並且在近戰中造成雙倍傷害，但在法術持續時間內無法招架或進行投射攻擊。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,11,獅爪術,施法者獲得像獅子一樣進行利爪攻擊的能力。 他能用爪子攻擊表進行攻擊（攻擊大小為施法者體型）。 施法者必須發展爪子技能才能作為無武裝戰鬥技能，但仍能獲得等同於此列表等級的額外加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,12,熊皮,施法者的皮膚具有熊的抗力（AT 4）。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,13,眼鏡蛇反射,施法者每輪能獲得額外 1 AP，先攻檢定有 +10 加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,14,熊臂,施法者獲得以熊的力量進行擒拿攻擊的能力。 當施法者進行擒拿/摔跤攻擊時，它會造成雙倍傷害，並且任何試圖掙脫施法者已建立的束縛的嘗試都有 -30 減值。 此擒拿攻擊有額外 OB 加值，其數值等於施法者在此列表中的等級。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,15,犀牛皮,施法者的皮膚具有犀牛的抗力（AT 6）。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,16,滑翔III,與滑翔I一樣，但乘積為 300。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,17,鯊顎術,施法者獲得像鯊魚一樣進行撕咬攻擊的能力。 他能使用咬傷攻擊表進行攻擊（攻擊大小為施法者體型）。 施法者必須發展撕咬技能才能作為無武裝戰鬥技能，但仍能獲得等同於此列表等級的額外加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,18,雙足飛龍皮,施法者的皮膚具有小型幼龍的抗力（AT 8）。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,19,貓鼬反射,施法者每輪能獲得額外 2 AP，先攻檢定有 +15 加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,20,公牛之力,施法者獲得蠻牛的力量。 近戰 OB+40，並且在近戰中造成三倍傷害，但在法術持續時間內無法招架或進行投射攻擊。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,25,真．滑翔,與滑翔I一樣，但乘積為 500。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,30,蜂鳥反射,施法者每輪能獲得額外 3 AP，先攻檢定有 +20 加值。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,35,黃蜂之刺,在法術持續時間內，施法者的所有物理攻擊（無論是遠程或近戰）在重擊時都會釋放毒液。根據施法者的等級對毒藥進行RR，效果在 1-5 輪內感受到。 毒藥能是施法者選擇的任何類型（但法術持續期間內的毒藥都是同一種）。 雖然起效快，但毒效最多只能到達中度效果。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,40,蜘蛛伏擊,施法者在所有伏擊檢定有+40加值，並且在進行重擊的伏擊修改時視為有額外 5 級可調整。,施法者,1 分鐘/每級,自身,U
RangerBase,引導,遊俠基本,野獸之法,50,龍皮,施法者的皮膚具有低等龍的抗力（AT 10）。,施法者,1 分鐘/每級,自身,U
DruidBase,引導,德魯伊基本,自然之怒,0,說明,注意：如果施法者睡著，自然之怒和自然之力法術就會失效。如果自然之力與自然之怒結合起來，造成的傷害會是正常的三倍。也請參閱第 10.2 節有關詛咒的內容。,,,,
DruidBase,引導,德魯伊基本,自然之怒,1,自然之怒I*,施法者的下次攻擊獲得 OB +5。若施法者以動物形態攻擊，則加值加倍。,施法者,可變,自身,U
DruidBase,引導,德魯伊基本,自然之怒,2,自然詛咒,目標會發現野生動物與馴養動物都對他變得警惕。所有涉及處理、影響或與動物一起工作的動作都會受到 -25 減值。,1 目標,P,100',F
DruidBase,引導,德魯伊基本,自然之怒,3,纏繞植被I,目標周圍的植物變得高度活躍並試圖抓住目標。將其視為小型擒拿攻擊，其 OB 等於此列表中施法者的技能。此法術需要存在合適的植物（草、花或較大的植物）。 如果出現「擒拿%」結果，植物將繼續抓住目標直至其被釋放。對於試圖掙脫的嘗試，將植物的擒拿技能視為與原始 OB 相同，並將其力量加值視為 +0。,1 目標,—,100',E
DruidBase,引導,德魯伊基本,自然之怒,4,電擊箭I,一道強烈的帶電光束從施法者的手掌中射出；視為閃電攻擊表上的微型攻擊。,1 目標,—,<25'>,Ed
DruidBase,引導,德魯伊基本,自然之怒,5,自然之怒II*,如同自然之怒I，但有 +10 加值。,施法者,可變,自身,U
DruidBase,引導,德魯伊基本,自然之怒,6,火牆術,"創建一堵不透明的火牆（最大 10'x10'x6""）。任何穿過它的人都會受到A級熱重擊（無 RR）。有關牆法術的更多詳細訊息，請參閱第 10.20 節。","10'x10'x6""",1 每輪/每級,100',E
DruidBase,引導,德魯伊基本,自然之怒,7,自然之怒III*,與自然之怒I一樣，但有 +15 加值。,施法者,可變,自身,U
DruidBase,引導,德魯伊基本,自然之怒,8,纏繞植被II,目標周圍的植物變得高度活躍並試圖抓住目標。將其視為中型擒拿攻擊，其 OB 等於此列表中施法者的技能。此法術需要存在合適的植物（藤蔓、玉米/玉蜀黍等高莖、玫瑰等小灌木或較大的植物）。 如果出現「擒拿%」結果，植物將繼續抓住目標直至其被釋放。對於試圖掙脫的嘗試，將植物的擒拿技能視為與原始 OB 相同，並將其力量加值視為 +5。,1 目標,—,200',E
DruidBase,引導,德魯伊基本,自然之怒,9,自然之力*,施法者的下次攻擊（包括法術）造成雙倍傷害。,施法者,可變,自身,U
DruidBase,引導,德魯伊基本,自然之怒,10,電擊箭III,與電擊箭I一樣，但射程為 75'。,1 目標,—,<75'>,Ed
DruidBase,引導,德魯伊基本,自然之怒,11,逆風術,圍繞目標吹來陣風，並總是從他試圖移動的方向吹來，半徑內的任何其他人都會分享這種效果（無RR）。 這將阻止航行的船隻移動，並使移動降低2級（例如，目標可能無法行走，而是必須使用慢跑，並且被降至起步速度）。 此外，目標（但不是半徑內的其他目標）將因移動而在耐力檢定上受到特殊的 -20 減值。 任何鬆動的物品都會被吹走。 任何進入或離開效果區域的投射攻擊都有 -80 減值。,1 目標+20'R,10 分鐘/5 失敗差額,300',F
DruidBase,引導,德魯伊基本,自然之怒,12,火焰之環,"與火牆術一樣，除了「牆」高10'，並形成 10'R 的圓圈（6"" 厚），施法者位於中心（不可移動）。",10'R,1 每輪/每級,自身,E
DruidBase,引導,德魯伊基本,自然之怒,13,自然之怒V*,與自然之怒I一樣，但有 +25 加值。,施法者,可變,自身,U
DruidBase,引導,德魯伊基本,自然之怒,14,纏繞植被III,目標周圍的植物變得高度活躍並試圖抓住目標。將其視為大型擒拿攻擊，其 OB 等於此列表中施法者的技能。此法術需要存在合適的植物（大灌木叢、成熟的常春藤或較大的植物）。 如果出現「擒拿%」結果，植物將繼續抓住目標直至其被釋放。對於試圖掙脫的嘗試，將植物的擒拿技能視為與原始 OB 相同，並將其力量加值視為 +10。,1 目標,—,300',E
DruidBase,引導,德魯伊基本,自然之怒,15,電擊箭V,與電擊箭I一樣，但射程為 125'。,1 目標,—,<125'>,Ed
DruidBase,引導,德魯伊基本,自然之怒,16,自然之怒VI*,與自然之怒I一樣，但有 +30 加值。,施法者,可變,自身,U
DruidBase,引導,德魯伊基本,自然之怒,17,冰雹術,效果區域遭受冰雹攻擊。 視為對效果區域內的每個人進行冰箭Ice Bolt攻擊，其 OB 等於此列表中施法者技能的一半，並且沒有射程修改。 冰箭攻擊的犯蠢結果將被忽略。,20'R,—,300',E
DruidBase,引導,德魯伊基本,自然之怒,18,纏繞植被IV,目標周圍的植物變得高度活躍並試圖抓住目標。將其視為超大型擒拿攻擊，其 OB 等於此列表中施法者的技能。此法術需要存在合適的植物（通常是樹木或大量的藤蔓）。 如果出現「擒拿%」結果，植物將繼續抓住目標直至其被釋放。對於試圖掙脫的嘗試，將植物的擒拿技能視為與原始 OB 相同，並將其力量加值視為 +15。,1 目標,—,400',E
DruidBase,引導,德魯伊基本,自然之怒,19,自然之怒VII*,與自然之怒I一樣，但有 +35 加值。,施法者,可變,自身,U
DruidBase,引導,德魯伊基本,自然之怒,20,閃電箭I,一道雷電從施法者的手掌中射出；使用閃電箭攻擊表上的中型攻擊。,1 目標,—,<25'>,Ed
DruidBase,引導,德魯伊基本,自然之怒,25,纏繞植被V,目標周圍的植物變得高度活躍並試圖抓住目標。將其視為巨型擒拿攻擊，其 OB 等於此列表中施法者的技能。此法術需要存在合適的植物（茂密的生長，包括大型植物）。 如果出現「擒拿%」結果，植物將繼續抓住目標直至其被釋放。對於試圖掙脫的嘗試，將植物的擒拿技能視為與原始 OB 相同，並將其力量加值視為 +25。,1 目標,—,500',E
DruidBase,引導,德魯伊基本,自然之怒,30,閃電箭V,與閃電箭I一樣，但射程有 125'。,1 目標,—,<125'>,Ed
DruidBase,引導,德魯伊基本,自然之怒,35,真．自然之怒*,與自然之怒I一樣，但有 +50 加值且攻擊造成雙倍傷害。,施法者,可變,自身,U
DruidBase,引導,德魯伊基本,自然之怒,40,真．冰雹術,與冰雹術一樣，除了射程、半徑和 OB 等於此列表中施法者的技能。,40'R,—,500',E
